salsah-id,salsah-url,dsp-url,dsp-iiif-image-api-info,dsp-iiif-image-api-full,signature,former-number,filename,bemerkungen
449799,https://data.dasch.swiss/resources/449799,https://ark.dasch.swiss/ark:/72163/1/0812/WPNDkqVpSDyDs3GwPxXm3QV,https://iiif.dasch.swiss/0812/6BGE3COu5Rw-rpciqlSYDzV.jpx/info.json,https://iiif.dasch.swiss/0812/6BGE3COu5Rw-rpciqlSYDzV.jpx/full/max/0/default.jpg,SGV_12N_27564,MA 64,sgv.dir/images/SGV_12N_27564.TIF,Bild fehlt auf der Festplatte.
449800,https://data.dasch.swiss/resources/449800,https://ark.dasch.swiss/ark:/72163/1/0812/7Ve6_sqKSyC9xcb9jZR2dw7,https://iiif.dasch.swiss/0812/2hCmirW9hfp-OyBaMRX8JoS.jpx/info.json,https://iiif.dasch.swiss/0812/2hCmirW9hfp-OyBaMRX8JoS.jpx/full/max/0/default.jpg,SGV_12N_27565,MA 65,sgv.dir/images/SGV_12N_27565.TIF,Bild fehlt auf der Festplatte.
449801,https://data.dasch.swiss/resources/449801,https://ark.dasch.swiss/ark:/72163/1/0812/JyQuIs_uTfSxHPcwp_haowc,https://iiif.dasch.swiss/0812/3EL361nJ8LV-GGjuNHGQN6Q.jpx/info.json,https://iiif.dasch.swiss/0812/3EL361nJ8LV-GGjuNHGQN6Q.jpx/full/max/0/default.jpg,SGV_12N_27566,MA 66,sgv.dir/images/SGV_12N_27566.TIF,Bild fehlt auf der Festplatte.
449802,https://data.dasch.swiss/resources/449802,https://ark.dasch.swiss/ark:/72163/1/0812/VWl_gATaT=OOYHZ6MAx6uQI,https://iiif.dasch.swiss/0812/2JHylbr2hiz-n7vvgLZKdxd.jpx/info.json,https://iiif.dasch.swiss/0812/2JHylbr2hiz-n7vvgLZKdxd.jpx/full/max/0/default.jpg,SGV_12N_27567,MA 67,sgv.dir/images/SGV_12N_27567.TIF,Bild fehlt auf der Festplatte.
449803,https://data.dasch.swiss/resources/449803,https://ark.dasch.swiss/ark:/72163/1/0812/PasyNBs8SxW6IPLAdkYNegm,https://iiif.dasch.swiss/0812/1TgsL5bJYuK-NeaNG7qlEn3.jpx/info.json,https://iiif.dasch.swiss/0812/1TgsL5bJYuK-NeaNG7qlEn3.jpx/full/max/0/default.jpg,SGV_12N_27568,MA 68,sgv.dir/images/SGV_12N_27568.TIF,Bild fehlt auf der Festplatte.
449804,https://data.dasch.swiss/resources/449804,https://ark.dasch.swiss/ark:/72163/1/0812/VnzuKWzXTF=pzKGHaycvPAQ,https://iiif.dasch.swiss/0812/0n8xYdxQKaP-y6BELcuPeaT.jpx/info.json,https://iiif.dasch.swiss/0812/0n8xYdxQKaP-y6BELcuPeaT.jpx/full/max/0/default.jpg,SGV_12N_27569,MA 69,sgv.dir/images/SGV_12N_27569.TIF,Bild fehlt auf der Festplatte.
449805,https://data.dasch.swiss/resources/449805,https://ark.dasch.swiss/ark:/72163/1/0812/KwEUA5z8QeCQjiI0_cIzMAN,https://iiif.dasch.swiss/0812/4TQiHOee6AO-ID5RHn2nkjY.jpx/info.json,https://iiif.dasch.swiss/0812/4TQiHOee6AO-ID5RHn2nkjY.jpx/full/max/0/default.jpg,SGV_12N_27570,MA 70,sgv.dir/images/SGV_12N_27570.TIF,Bild fehlt auf der Festplatte.
449806,https://data.dasch.swiss/resources/449806,https://ark.dasch.swiss/ark:/72163/1/0812/ZOItLVTbQbCI_pF8KuJqSA=,https://iiif.dasch.swiss/0812/5zD49WJyFe8-9nYpq2d8r5f.jpx/info.json,https://iiif.dasch.swiss/0812/5zD49WJyFe8-9nYpq2d8r5f.jpx/full/max/0/default.jpg,SGV_12N_27571,MA 71,sgv.dir/images/SGV_12N_27571.TIF,Bild fehlt auf der Festplatte.
449807,https://data.dasch.swiss/resources/449807,https://ark.dasch.swiss/ark:/72163/1/0812/NzK9UwnHSESTVS1LWwfkxQ=,https://iiif.dasch.swiss/0812/7SDMSlxraW0-ZS9YtkTnyVM.jpx/info.json,https://iiif.dasch.swiss/0812/7SDMSlxraW0-ZS9YtkTnyVM.jpx/full/max/0/default.jpg,SGV_12N_27572,MA 72,sgv.dir/images/SGV_12N_27572.TIF,Bild fehlt auf der Festplatte.
449808,https://data.dasch.swiss/resources/449808,https://ark.dasch.swiss/ark:/72163/1/0812/Rwlhje0tRlao0yueySQNoAI,https://iiif.dasch.swiss/0812/69zb6Rcp8fc-mLHc7kD3kIV.jpx/info.json,https://iiif.dasch.swiss/0812/69zb6Rcp8fc-mLHc7kD3kIV.jpx/full/max/0/default.jpg,SGV_12N_27573,MA 73,sgv.dir/images/SGV_12N_27573.TIF,Bild fehlt auf der Festplatte.
449809,https://data.dasch.swiss/resources/449809,https://ark.dasch.swiss/ark:/72163/1/0812/i=xiTaYrQbqSClfy83meowd,https://iiif.dasch.swiss/0812/3uyb8F0Cl8r-Nr3vcJpnu1R.jpx/info.json,https://iiif.dasch.swiss/0812/3uyb8F0Cl8r-Nr3vcJpnu1R.jpx/full/max/0/default.jpg,SGV_12N_27574,MA 74,sgv.dir/images/SGV_12N_27574.TIF,Bild fehlt auf der Festplatte.
449811,https://data.dasch.swiss/resources/449811,https://ark.dasch.swiss/ark:/72163/1/0812/fvFhWkr1SKKcz3VGorTo2wQ,https://iiif.dasch.swiss/0812/6XHY16j6q7F-oErB69urUdo.jpx/info.json,https://iiif.dasch.swiss/0812/6XHY16j6q7F-oErB69urUdo.jpx/full/max/0/default.jpg,SGV_12N_27576,MA 76,sgv.dir/images/SGV_12N_27576.TIF,Bild fehlt auf der Festplatte.
449812,https://data.dasch.swiss/resources/449812,https://ark.dasch.swiss/ark:/72163/1/0812/tGKiae2pRX2Q65J=4CblJAF,https://iiif.dasch.swiss/0812/7HShiOPhFKO-iLf5kT3FQVG.jpx/info.json,https://iiif.dasch.swiss/0812/7HShiOPhFKO-iLf5kT3FQVG.jpx/full/max/0/default.jpg,SGV_12N_27577,MA 77,sgv.dir/images/SGV_12N_27577.TIF,Bild fehlt auf der Festplatte.
449813,https://data.dasch.swiss/resources/449813,https://ark.dasch.swiss/ark:/72163/1/0812/huO3SZehTFW8s6d84rQLXAU,https://iiif.dasch.swiss/0812/48CrEkDYg8Z-aVUAgVRlJQD.jpx/info.json,https://iiif.dasch.swiss/0812/48CrEkDYg8Z-aVUAgVRlJQD.jpx/full/max/0/default.jpg,SGV_12N_27578,MA 78,sgv.dir/images/SGV_12N_27578.TIF,Bild fehlt auf der Festplatte.
449814,https://data.dasch.swiss/resources/449814,https://ark.dasch.swiss/ark:/72163/1/0812/Y8nRO66DRKy1XxABXzphQwN,https://iiif.dasch.swiss/0812/3hsynZJdA2D-5qJI3AuYmyV.jpx/info.json,https://iiif.dasch.swiss/0812/3hsynZJdA2D-5qJI3AuYmyV.jpx/full/max/0/default.jpg,SGV_12N_27579,MA 79,sgv.dir/images/SGV_12N_27579.TIF,Bild fehlt auf der Festplatte.
449815,https://data.dasch.swiss/resources/449815,https://ark.dasch.swiss/ark:/72163/1/0812/iuuGTIeUTg6B15e5bJtV3Qq,https://iiif.dasch.swiss/0812/1CRGclfC9Tb-3Lyizs4qc7p.jpx/info.json,https://iiif.dasch.swiss/0812/1CRGclfC9Tb-3Lyizs4qc7p.jpx/full/max/0/default.jpg,SGV_12N_27580,MA 80,sgv.dir/images/SGV_12N_27580.TIF,Bild fehlt auf der Festplatte.
449816,https://data.dasch.swiss/resources/449816,https://ark.dasch.swiss/ark:/72163/1/0812/iJYhCjTtTzmHP4c4dVt=Tgc,https://iiif.dasch.swiss/0812/7RrTBLWC6aX-RvWLZQQhNZC.jpx/info.json,https://iiif.dasch.swiss/0812/7RrTBLWC6aX-RvWLZQQhNZC.jpx/full/max/0/default.jpg,SGV_12N_27581,MA 81,sgv.dir/images/SGV_12N_27581.TIF,Bild fehlt auf der Festplatte.
449817,https://data.dasch.swiss/resources/449817,https://ark.dasch.swiss/ark:/72163/1/0812/PoQYlmhTSJSeEgLBD4lxdwt,https://iiif.dasch.swiss/0812/5lcInYxBCYG-Hod823XCQII.jpx/info.json,https://iiif.dasch.swiss/0812/5lcInYxBCYG-Hod823XCQII.jpx/full/max/0/default.jpg,SGV_12N_27582,MA 82,sgv.dir/images/SGV_12N_27582.TIF,Bild fehlt auf der Festplatte.
449818,https://data.dasch.swiss/resources/449818,https://ark.dasch.swiss/ark:/72163/1/0812/fVSZRyiiQmaZyh3Z5Ho=PgD,https://iiif.dasch.swiss/0812/1jCEFoD1BXY-KAFrCMXSPCR.jpx/info.json,https://iiif.dasch.swiss/0812/1jCEFoD1BXY-KAFrCMXSPCR.jpx/full/max/0/default.jpg,SGV_12N_27583,MA 83,sgv.dir/images/SGV_12N_27583.TIF,Bild fehlt auf der Festplatte.
449819,https://data.dasch.swiss/resources/449819,https://ark.dasch.swiss/ark:/72163/1/0812/u9UohUXbR0=l=SIJ041LmAA,https://iiif.dasch.swiss/0812/5utKCZ8W3rf-V3lKBhrj5I0.jpx/info.json,https://iiif.dasch.swiss/0812/5utKCZ8W3rf-V3lKBhrj5I0.jpx/full/max/0/default.jpg,SGV_12N_27584,MA 84,sgv.dir/images/SGV_12N_27584.TIF,Bild fehlt auf der Festplatte.
449820,https://data.dasch.swiss/resources/449820,https://ark.dasch.swiss/ark:/72163/1/0812/5ulVw=hHStuOcLf5atohaQy,https://iiif.dasch.swiss/0812/3pmBBypvF2n-KBlPwUaQyXp.jpx/info.json,https://iiif.dasch.swiss/0812/3pmBBypvF2n-KBlPwUaQyXp.jpx/full/max/0/default.jpg,SGV_12N_27585,MA 85,sgv.dir/images/SGV_12N_27585.TIF,Bild fehlt auf der Festplatte.
449822,https://data.dasch.swiss/resources/449822,https://ark.dasch.swiss/ark:/72163/1/0812/8Zpkd7ePTo2PTN=s4rn6Mw1,https://iiif.dasch.swiss/0812/5YEXNapQXFK-BE0eFFAD2AR.jpx/info.json,https://iiif.dasch.swiss/0812/5YEXNapQXFK-BE0eFFAD2AR.jpx/full/max/0/default.jpg,SGV_12N_27587,MA 87,sgv.dir/images/SGV_12N_27587.TIF,Bild fehlt auf der Festplatte.
449823,https://data.dasch.swiss/resources/449823,https://ark.dasch.swiss/ark:/72163/1/0812/3hInDbYYSzSWKDOMCQZ4WAN,https://iiif.dasch.swiss/0812/3JdXzYbrNn4-ab5y2XJVVXX.jpx/info.json,https://iiif.dasch.swiss/0812/3JdXzYbrNn4-ab5y2XJVVXX.jpx/full/max/0/default.jpg,SGV_12N_27588,MA 88,sgv.dir/images/SGV_12N_27588.TIF,Bild fehlt auf der Festplatte.
449825,https://data.dasch.swiss/resources/449825,https://ark.dasch.swiss/ark:/72163/1/0812/UeRss2myT56sXh5JzPGYzwS,https://iiif.dasch.swiss/0812/1gMP2Mbe9YY-w5keYaBVTgD.jpx/info.json,https://iiif.dasch.swiss/0812/1gMP2Mbe9YY-w5keYaBVTgD.jpx/full/max/0/default.jpg,SGV_12N_27590,MA 90,sgv.dir/images/SGV_12N_27590.TIF,Bild fehlt auf der Festplatte.
449826,https://data.dasch.swiss/resources/449826,https://ark.dasch.swiss/ark:/72163/1/0812/jAyz9dVCTFSpG1plAbNh7QR,https://iiif.dasch.swiss/0812/3xO2lgFypXi-OBv6PdZzpDH.jpx/info.json,https://iiif.dasch.swiss/0812/3xO2lgFypXi-OBv6PdZzpDH.jpx/full/max/0/default.jpg,SGV_12N_27591,MA 91,sgv.dir/images/SGV_12N_27591.TIF,Bild fehlt auf der Festplatte.
449827,https://data.dasch.swiss/resources/449827,https://ark.dasch.swiss/ark:/72163/1/0812/vZ_gMvlsSr=WzrBSBwuBSA6,https://iiif.dasch.swiss/0812/6ZCOZPaYcVa-26WT9VG1Olk.jpx/info.json,https://iiif.dasch.swiss/0812/6ZCOZPaYcVa-26WT9VG1Olk.jpx/full/max/0/default.jpg,SGV_12N_27592,MA 92,sgv.dir/images/SGV_12N_27592.TIF,Bild fehlt auf der Festplatte.
449828,https://data.dasch.swiss/resources/449828,https://ark.dasch.swiss/ark:/72163/1/0812/kUgG=c9MSD2p1tdDepJQ_Ab,https://iiif.dasch.swiss/0812/1ySRRSXSTKb-3hyWVpXhdMr.jpx/info.json,https://iiif.dasch.swiss/0812/1ySRRSXSTKb-3hyWVpXhdMr.jpx/full/max/0/default.jpg,SGV_12N_27593,MA 93,sgv.dir/images/SGV_12N_27593.TIF,Bild fehlt auf der Festplatte.
449829,https://data.dasch.swiss/resources/449829,https://ark.dasch.swiss/ark:/72163/1/0812/D2prsJXaQoyICE0=irM9Ew5,https://iiif.dasch.swiss/0812/0BifYPq9ydS-XQe3y8JSrIc.jpx/info.json,https://iiif.dasch.swiss/0812/0BifYPq9ydS-XQe3y8JSrIc.jpx/full/max/0/default.jpg,SGV_12N_27594,MA 94,sgv.dir/images/SGV_12N_27594.TIF,Bild fehlt auf der Festplatte.
449831,https://data.dasch.swiss/resources/449831,https://ark.dasch.swiss/ark:/72163/1/0812/Ov9OQBoFRqiVaxPBKH7tYwW,https://iiif.dasch.swiss/0812/3mpLesBIfNL-yoC6LI9ifbb.jpx/info.json,https://iiif.dasch.swiss/0812/3mpLesBIfNL-yoC6LI9ifbb.jpx/full/max/0/default.jpg,SGV_12N_27596,MA 96,sgv.dir/images/SGV_12N_27596.TIF,Bild fehlt auf der Festplatte.
449832,https://data.dasch.swiss/resources/449832,https://ark.dasch.swiss/ark:/72163/1/0812/l=0TnizmQYKERDtFfP8bBg3,https://iiif.dasch.swiss/0812/2q17BpA2SIb-mdeFq6i3ShL.jpx/info.json,https://iiif.dasch.swiss/0812/2q17BpA2SIb-mdeFq6i3ShL.jpx/full/max/0/default.jpg,SGV_12N_27597,MA 97,sgv.dir/images/SGV_12N_27597.TIF,Bild fehlt auf der Festplatte.
449833,https://data.dasch.swiss/resources/449833,https://ark.dasch.swiss/ark:/72163/1/0812/lZ_pp9q8T1y6n=Y1b_sscAU,https://iiif.dasch.swiss/0812/0aiqJuqDASr-QGrtWvQEgUd.jpx/info.json,https://iiif.dasch.swiss/0812/0aiqJuqDASr-QGrtWvQEgUd.jpx/full/max/0/default.jpg,SGV_12N_27598,MA 98,sgv.dir/images/SGV_12N_27598.TIF,Bild fehlt auf der Festplatte.
449834,https://data.dasch.swiss/resources/449834,https://ark.dasch.swiss/ark:/72163/1/0812/KacfvhK9RXG1c58yIY1mPQC,https://iiif.dasch.swiss/0812/7ZFAaPmvP97-fJ0OtxhGhkf.jpx/info.json,https://iiif.dasch.swiss/0812/7ZFAaPmvP97-fJ0OtxhGhkf.jpx/full/max/0/default.jpg,SGV_12N_27599,MA 99,sgv.dir/images/SGV_12N_27599.TIF,Bild fehlt auf der Festplatte.
449835,https://data.dasch.swiss/resources/449835,https://ark.dasch.swiss/ark:/72163/1/0812/y=iP=iy2SvaCgLDnbRkw4Q=,https://iiif.dasch.swiss/0812/25xuNeresVe-NrCcF4vvXpo.jpx/info.json,https://iiif.dasch.swiss/0812/25xuNeresVe-NrCcF4vvXpo.jpx/full/max/0/default.jpg,SGV_12N_27600,MA 100,sgv.dir/images/SGV_12N_27600.TIF,Bild fehlt auf der Festplatte.
449836,https://data.dasch.swiss/resources/449836,https://ark.dasch.swiss/ark:/72163/1/0812/0QjHx30EQve6JnXu2X8mDQ7,https://iiif.dasch.swiss/0812/2HIahB9pSa6-yT2rZOPhu3H.jpx/info.json,https://iiif.dasch.swiss/0812/2HIahB9pSa6-yT2rZOPhu3H.jpx/full/max/0/default.jpg,SGV_12N_27601,MB 1,sgv.dir/images/SGV_12N_27601.TIF,Bild fehlt auf der Festplatte.
449837,https://data.dasch.swiss/resources/449837,https://ark.dasch.swiss/ark:/72163/1/0812/Q5PAfL2cSl6RiUC35jDi7AD,https://iiif.dasch.swiss/0812/4E6haqiyE8Q-LRJ34r57hZN.jpx/info.json,https://iiif.dasch.swiss/0812/4E6haqiyE8Q-LRJ34r57hZN.jpx/full/max/0/default.jpg,SGV_12N_27602,MB 2,sgv.dir/images/SGV_12N_27602.TIF,Bild fehlt auf der Festplatte.
449838,https://data.dasch.swiss/resources/449838,https://ark.dasch.swiss/ark:/72163/1/0812/WDhA336URySjrU7GlARo0wh,https://iiif.dasch.swiss/0812/6Ih3njBWG7C-RsYErrCXV66.jpx/info.json,https://iiif.dasch.swiss/0812/6Ih3njBWG7C-RsYErrCXV66.jpx/full/max/0/default.jpg,SGV_12N_27603,MB 3,sgv.dir/images/SGV_12N_27603.TIF,Bild fehlt auf der Festplatte.
449840,https://data.dasch.swiss/resources/449840,https://ark.dasch.swiss/ark:/72163/1/0812/fqrPNBKOS4yLaoAK4nO8fwG,https://iiif.dasch.swiss/0812/0RGCgadmKhB-ZPdKU3O9uUS.jpx/info.json,https://iiif.dasch.swiss/0812/0RGCgadmKhB-ZPdKU3O9uUS.jpx/full/max/0/default.jpg,SGV_12N_27605,MB 5,sgv.dir/images/SGV_12N_27605.TIF,Bild fehlt auf der Festplatte.
449841,https://data.dasch.swiss/resources/449841,https://ark.dasch.swiss/ark:/72163/1/0812/P=GqgtaqRo2313RkXLTiuAu,https://iiif.dasch.swiss/0812/4RVyuCOoW0s-L6juFpr6dQK.jpx/info.json,https://iiif.dasch.swiss/0812/4RVyuCOoW0s-L6juFpr6dQK.jpx/full/max/0/default.jpg,SGV_12N_27606,MB 6,sgv.dir/images/SGV_12N_27606.TIF,Bild fehlt auf der Festplatte.
449842,https://data.dasch.swiss/resources/449842,https://ark.dasch.swiss/ark:/72163/1/0812/GuuBXHdfSN6_MzoS5QQlAgh,https://iiif.dasch.swiss/0812/3IcwXS0MJY4-Kv7VCrVhaO4.jpx/info.json,https://iiif.dasch.swiss/0812/3IcwXS0MJY4-Kv7VCrVhaO4.jpx/full/max/0/default.jpg,SGV_12N_27607,MB 7,sgv.dir/images/SGV_12N_27607.TIF,Bild fehlt auf der Festplatte.
449843,https://data.dasch.swiss/resources/449843,https://ark.dasch.swiss/ark:/72163/1/0812/TRQhwyXwTfOoQyjLj1AThgY,https://iiif.dasch.swiss/0812/6BC4z69pJ5g-Vln5eerpk21.jpx/info.json,https://iiif.dasch.swiss/0812/6BC4z69pJ5g-Vln5eerpk21.jpx/full/max/0/default.jpg,SGV_12N_27608,MB 8,sgv.dir/images/SGV_12N_27608.TIF,Bild fehlt auf der Festplatte.
449844,https://data.dasch.swiss/resources/449844,https://ark.dasch.swiss/ark:/72163/1/0812/pseu5djiQ4eh3T89d=ZSjQF,https://iiif.dasch.swiss/0812/6sORrmHbXmQ-3AEAQpoVhAF.jpx/info.json,https://iiif.dasch.swiss/0812/6sORrmHbXmQ-3AEAQpoVhAF.jpx/full/max/0/default.jpg,SGV_12N_27609,MB 9,sgv.dir/images/SGV_12N_27609.TIF,Bild fehlt auf der Festplatte.
449845,https://data.dasch.swiss/resources/449845,https://ark.dasch.swiss/ark:/72163/1/0812/mVnnCpybR9qepZztr=0wZAA,https://iiif.dasch.swiss/0812/3HCG1Ij7ekp-NZdjEv2uChy.jpx/info.json,https://iiif.dasch.swiss/0812/3HCG1Ij7ekp-NZdjEv2uChy.jpx/full/max/0/default.jpg,SGV_12N_27610,MB 10,sgv.dir/images/SGV_12N_27610.TIF,Bild fehlt auf der Festplatte.
449846,https://data.dasch.swiss/resources/449846,https://ark.dasch.swiss/ark:/72163/1/0812/ExgZmaqxQnuzVbOAqZlQ=gs,https://iiif.dasch.swiss/0812/4NXAWahR4WR-FAAgMZ7MkSJ.jpx/info.json,https://iiif.dasch.swiss/0812/4NXAWahR4WR-FAAgMZ7MkSJ.jpx/full/max/0/default.jpg,SGV_12N_27611,MB 11,sgv.dir/images/SGV_12N_27611.TIF,Bild fehlt auf der Festplatte.
449847,https://data.dasch.swiss/resources/449847,https://ark.dasch.swiss/ark:/72163/1/0812/LTF4WOFtT0mBd27kmgntHQi,https://iiif.dasch.swiss/0812/533jEIrMlIQ-VZlpJ272RxK.jpx/info.json,https://iiif.dasch.swiss/0812/533jEIrMlIQ-VZlpJ272RxK.jpx/full/max/0/default.jpg,SGV_12N_27612,MB 12,sgv.dir/images/SGV_12N_27612.TIF,Bild fehlt auf der Festplatte.
449848,https://data.dasch.swiss/resources/449848,https://ark.dasch.swiss/ark:/72163/1/0812/LgdBPp8eSpW=j9fitm7Howd,https://iiif.dasch.swiss/0812/4lpjsHrSVdj-UsskDj9kjkN.jpx/info.json,https://iiif.dasch.swiss/0812/4lpjsHrSVdj-UsskDj9kjkN.jpx/full/max/0/default.jpg,SGV_12N_27613,MB 13,sgv.dir/images/SGV_12N_27613.TIF,Bild fehlt auf der Festplatte.
449849,https://data.dasch.swiss/resources/449849,https://ark.dasch.swiss/ark:/72163/1/0812/IoWg_8fURy2yfV6cnovtOgq,https://iiif.dasch.swiss/0812/7DzKEnrETEY-qUTlmIa9NAZ.jpx/info.json,https://iiif.dasch.swiss/0812/7DzKEnrETEY-qUTlmIa9NAZ.jpx/full/max/0/default.jpg,SGV_12N_27614,MB 14,sgv.dir/images/SGV_12N_27614.TIF,Bild fehlt auf der Festplatte.
449850,https://data.dasch.swiss/resources/449850,https://ark.dasch.swiss/ark:/72163/1/0812/ij=zvFzfS9moThY29ABuqA5,https://iiif.dasch.swiss/0812/6zwqxn9J7b2-IyZJEdiDvEZ.jpx/info.json,https://iiif.dasch.swiss/0812/6zwqxn9J7b2-IyZJEdiDvEZ.jpx/full/max/0/default.jpg,SGV_12N_27615,MB 15,sgv.dir/images/SGV_12N_27615.TIF,Bild fehlt auf der Festplatte.
449851,https://data.dasch.swiss/resources/449851,https://ark.dasch.swiss/ark:/72163/1/0812/Bo_kvqUaRwOvwwKxhb1guQC,https://iiif.dasch.swiss/0812/6OaE4TL98tA-PKIrx4s3lMJ.jpx/info.json,https://iiif.dasch.swiss/0812/6OaE4TL98tA-PKIrx4s3lMJ.jpx/full/max/0/default.jpg,SGV_12N_27616,MB 16,sgv.dir/images/SGV_12N_27616.TIF,Bild fehlt auf der Festplatte.
449852,https://data.dasch.swiss/resources/449852,https://ark.dasch.swiss/ark:/72163/1/0812/kz=vSU_xRgWOfeWFEw_4Pgr,https://iiif.dasch.swiss/0812/6HIC5wL6Oyz-tFRORizwvgR.jpx/info.json,https://iiif.dasch.swiss/0812/6HIC5wL6Oyz-tFRORizwvgR.jpx/full/max/0/default.jpg,SGV_12N_27617,MB 17,sgv.dir/images/SGV_12N_27617.TIF,Bild fehlt auf der Festplatte.
449853,https://data.dasch.swiss/resources/449853,https://ark.dasch.swiss/ark:/72163/1/0812/ohUZwUrETgO9IJ2Ry65LqQ3,https://iiif.dasch.swiss/0812/01Dkb0ALCJX-4LCwWJgBafH.jpx/info.json,https://iiif.dasch.swiss/0812/01Dkb0ALCJX-4LCwWJgBafH.jpx/full/max/0/default.jpg,SGV_12N_27618,MB 18,sgv.dir/images/SGV_12N_27618.TIF,Bild fehlt auf der Festplatte.
449854,https://data.dasch.swiss/resources/449854,https://ark.dasch.swiss/ark:/72163/1/0812/vd66tHZMTq=WaTHz756ArwB,https://iiif.dasch.swiss/0812/5Sc2lYDuqYz-G9gXZJxw8Ax.jpx/info.json,https://iiif.dasch.swiss/0812/5Sc2lYDuqYz-G9gXZJxw8Ax.jpx/full/max/0/default.jpg,SGV_12N_27619,MB 19,sgv.dir/images/SGV_12N_27619.TIF,Bild fehlt auf der Festplatte.
449855,https://data.dasch.swiss/resources/449855,https://ark.dasch.swiss/ark:/72163/1/0812/hKnhT9xtSumA90XDIyb5cAx,https://iiif.dasch.swiss/0812/3yBk398sVln-Bte64rux2E6.jpx/info.json,https://iiif.dasch.swiss/0812/3yBk398sVln-Bte64rux2E6.jpx/full/max/0/default.jpg,SGV_12N_27620,MB 20,sgv.dir/images/SGV_12N_27620.TIF,Bild fehlt auf der Festplatte.
449856,https://data.dasch.swiss/resources/449856,https://ark.dasch.swiss/ark:/72163/1/0812/cZpgolFHQq24yZasm0dCFA0,https://iiif.dasch.swiss/0812/6qU0l0oGzQ6-0O7nd7kGgcs.jpx/info.json,https://iiif.dasch.swiss/0812/6qU0l0oGzQ6-0O7nd7kGgcs.jpx/full/max/0/default.jpg,SGV_12N_27621,MB 21,sgv.dir/images/SGV_12N_27621.TIF,Bild fehlt auf der Festplatte.
449857,https://data.dasch.swiss/resources/449857,https://ark.dasch.swiss/ark:/72163/1/0812/OfoTgg9oSy=hjQWBATonYga,https://iiif.dasch.swiss/0812/4OHvN9q5z6P-y9zJQcHiTWZ.jpx/info.json,https://iiif.dasch.swiss/0812/4OHvN9q5z6P-y9zJQcHiTWZ.jpx/full/max/0/default.jpg,SGV_12N_27622,MB 22,sgv.dir/images/SGV_12N_27622.TIF,Bild fehlt auf der Festplatte.
449858,https://data.dasch.swiss/resources/449858,https://ark.dasch.swiss/ark:/72163/1/0812/mqD__CNwTjeAWw7OJsE=Tgz,https://iiif.dasch.swiss/0812/7eFIJ4dsnax-g9M6yM5B5si.jpx/info.json,https://iiif.dasch.swiss/0812/7eFIJ4dsnax-g9M6yM5B5si.jpx/full/max/0/default.jpg,SGV_12N_27623,MB 23,sgv.dir/images/SGV_12N_27623.TIF,Bild fehlt auf der Festplatte.
449859,https://data.dasch.swiss/resources/449859,https://ark.dasch.swiss/ark:/72163/1/0812/ZvIrvzGTQRGAsmB7Pjpd0gF,https://iiif.dasch.swiss/0812/3zqd0q5kUpV-yWCFGxZwqoF.jpx/info.json,https://iiif.dasch.swiss/0812/3zqd0q5kUpV-yWCFGxZwqoF.jpx/full/max/0/default.jpg,SGV_12N_27624,MB 24,sgv.dir/images/SGV_12N_27624.TIF,Bild fehlt auf der Festplatte.
449860,https://data.dasch.swiss/resources/449860,https://ark.dasch.swiss/ark:/72163/1/0812/hmtJ7z4vSJGfDyUqQvBRXwi,https://iiif.dasch.swiss/0812/7ILyj01lzjX-I2nmCMze7kF.jpx/info.json,https://iiif.dasch.swiss/0812/7ILyj01lzjX-I2nmCMze7kF.jpx/full/max/0/default.jpg,SGV_12N_27625,MB 25,sgv.dir/images/SGV_12N_27625.TIF,Bild fehlt auf der Festplatte.
449861,https://data.dasch.swiss/resources/449861,https://ark.dasch.swiss/ark:/72163/1/0812/nJQQCWeSRCyA7bX0vNBZWAs,https://iiif.dasch.swiss/0812/55p3BaHRv7h-ZnebmXPnP5v.jpx/info.json,https://iiif.dasch.swiss/0812/55p3BaHRv7h-ZnebmXPnP5v.jpx/full/max/0/default.jpg,SGV_12N_27626,MB 26,sgv.dir/images/SGV_12N_27626.TIF,Bild fehlt auf der Festplatte.
449862,https://data.dasch.swiss/resources/449862,https://ark.dasch.swiss/ark:/72163/1/0812/qsXcBeQYQembgp4D1POb7QA,https://iiif.dasch.swiss/0812/0cxJQ9S5Hdm-MRdlQlfI0JV.jpx/info.json,https://iiif.dasch.swiss/0812/0cxJQ9S5Hdm-MRdlQlfI0JV.jpx/full/max/0/default.jpg,SGV_12N_27627,MB 27,sgv.dir/images/SGV_12N_27627.TIF,Bild fehlt auf der Festplatte.
449863,https://data.dasch.swiss/resources/449863,https://ark.dasch.swiss/ark:/72163/1/0812/5xscs8Y1TlSqFzHb5d_iIQy,https://iiif.dasch.swiss/0812/7HpeNpI8wDJ-jgZd4vggHdA.jpx/info.json,https://iiif.dasch.swiss/0812/7HpeNpI8wDJ-jgZd4vggHdA.jpx/full/max/0/default.jpg,SGV_12N_27628,MB 28,sgv.dir/images/SGV_12N_27628.TIF,Bild fehlt auf der Festplatte.
