id, signature, date
442265,SGV_12N_20030,GREGORIAN:CE:1944
442266,SGV_12N_20031,GREGORIAN:CE:1944
442267,SGV_12N_20032,GREGORIAN:CE:1944
442268,SGV_12N_20033,GREGORIAN:CE:1944
442269,SGV_12N_20034,GREGORIAN:CE:1944
442270,SGV_12N_20035,
442271,SGV_12N_20036,GREGORIAN:CE:1944
442272,SGV_12N_20037,GREGORIAN:CE:1944
442273,SGV_12N_20038,GREGORIAN:CE:1944
442274,SGV_12N_20039,GREGORIAN:CE:1944
442275,SGV_12N_20040,GREGORIAN:CE:1944
442276,SGV_12N_20041,GREGORIAN:CE:1944
442277,SGV_12N_20042,
442278,SGV_12N_20043,
442279,SGV_12N_20044,
442280,SGV_12N_20045,GREGORIAN:CE:1944
442281,SGV_12N_20046,GREGORIAN:CE:1944
442282,SGV_12N_20047,GREGORIAN:CE:1944
442283,SGV_12N_20048,GREGORIAN:CE:1944
442284,SGV_12N_20049,GREGORIAN:CE:1944
442285,SGV_12N_20050,GREGORIAN:CE:1944
442286,SGV_12N_20051,
442287,SGV_12N_20052,GREGORIAN:CE:1944
442288,SGV_12N_20053,GREGORIAN:CE:1944
442289,SGV_12N_20054,GREGORIAN:CE:1944
442290,SGV_12N_20055,
442291,SGV_12N_20056,
442292,SGV_12N_20057,
442293,SGV_12N_20058,
442294,SGV_12N_20059,
442295,SGV_12N_20060,
442296,SGV_12N_20061,
442297,SGV_12N_20062,
442298,SGV_12N_20063,
442299,SGV_12N_20064,
442300,SGV_12N_20065,
442301,SGV_12N_20066,GREGORIAN:CE:1944
442302,SGV_12N_20067,GREGORIAN:CE:1944
442303,SGV_12N_20068,GREGORIAN:CE:1944
442304,SGV_12N_20069,GREGORIAN:CE:1944
442305,SGV_12N_20070,GREGORIAN:CE:1944
442306,SGV_12N_20071,GREGORIAN:CE:1944
442307,SGV_12N_20072,GREGORIAN:CE:1944
442308,SGV_12N_20073,GREGORIAN:CE:1944
442309,SGV_12N_20074,GREGORIAN:CE:1944
442310,SGV_12N_20075,GREGORIAN:CE:1944
442311,SGV_12N_20076,GREGORIAN:CE:1944
442312,SGV_12N_20077,GREGORIAN:CE:1944
442313,SGV_12N_20078,GREGORIAN:CE:1944
442314,SGV_12N_20079,GREGORIAN:CE:1944
442315,SGV_12N_20080,GREGORIAN:CE:1944
442316,SGV_12N_20081,GREGORIAN:CE:1944
442317,SGV_12N_20082,GREGORIAN:CE:1944
442318,SGV_12N_20083,GREGORIAN:CE:1944
442319,SGV_12N_20084,GREGORIAN:CE:1944
442320,SGV_12N_20085,GREGORIAN:CE:1944
442321,SGV_12N_20086,GREGORIAN:CE:1944
442322,SGV_12N_20087,GREGORIAN:CE:1944
442323,SGV_12N_20088,GREGORIAN:CE:1944
442324,SGV_12N_20089,GREGORIAN:CE:1944
442325,SGV_12N_20090,GREGORIAN:CE:1944
442326,SGV_12N_20091,GREGORIAN:CE:1944
442327,SGV_12N_20092,GREGORIAN:CE:1944
442328,SGV_12N_20093,GREGORIAN:CE:1944
442329,SGV_12N_20094,
442330,SGV_12N_20095,GREGORIAN:CE:1937
442331,SGV_12N_20096,GREGORIAN:CE:1937
442332,SGV_12N_20097,GREGORIAN:CE:1937
442333,SGV_12N_20098,GREGORIAN:CE:1937
442334,SGV_12N_20099,GREGORIAN:CE:1937
442335,SGV_12N_20100,GREGORIAN:CE:1937
442336,SGV_12N_20101,GREGORIAN:CE:1944
442337,SGV_12N_20102,GREGORIAN:CE:1944
442338,SGV_12N_20103,GREGORIAN:CE:1944
442339,SGV_12N_20104,GREGORIAN:CE:1944
442340,SGV_12N_20105,GREGORIAN:CE:1944
442341,SGV_12N_20106,GREGORIAN:CE:1944
442342,SGV_12N_20107,GREGORIAN:CE:1944
442343,SGV_12N_20108,GREGORIAN:CE:1944
442344,SGV_12N_20109,GREGORIAN:CE:1944
442345,SGV_12N_20110,GREGORIAN:CE:1944
442346,SGV_12N_20111,GREGORIAN:CE:1944
442347,SGV_12N_20112,GREGORIAN:CE:1944
442348,SGV_12N_20113,GREGORIAN:CE:1944
442349,SGV_12N_20114,GREGORIAN:CE:1944
442350,SGV_12N_20115,GREGORIAN:CE:1944
442351,SGV_12N_20116,GREGORIAN:CE:1944
442352,SGV_12N_20117,GREGORIAN:CE:1944
442353,SGV_12N_20118,GREGORIAN:CE:1944
442354,SGV_12N_20119,GREGORIAN:CE:1944
442355,SGV_12N_20120,GREGORIAN:CE:1944
442356,SGV_12N_20121,GREGORIAN:CE:1944
442357,SGV_12N_20122,GREGORIAN:CE:1944
442358,SGV_12N_20123,GREGORIAN:CE:1944
442359,SGV_12N_20124,GREGORIAN:CE:1944
442360,SGV_12N_20125,GREGORIAN:CE:1944
442361,SGV_12N_20126,GREGORIAN:CE:1944
442362,SGV_12N_20127,GREGORIAN:CE:1944
442363,SGV_12N_20128,
442364,SGV_12N_20129,
442365,SGV_12N_20130,
442366,SGV_12N_20131,
442367,SGV_12N_20132,
442368,SGV_12N_20133,
442369,SGV_12N_20134,
442370,SGV_12N_20135,
442371,SGV_12N_20136,
442372,SGV_12N_20137,
442373,SGV_12N_20138,
442374,SGV_12N_20139,
442375,SGV_12N_20140,
442376,SGV_12N_20141,
442377,SGV_12N_20142,
442378,SGV_12N_20143,GREGORIAN:CE:1944-01-01:CE:1944-12-31
442379,SGV_12N_20144,
442380,SGV_12N_20145,
442381,SGV_12N_20146,
442382,SGV_12N_20147,
442383,SGV_12N_20148,
442384,SGV_12N_20149,
442385,SGV_12N_20150,GREGORIAN:CE:1944
442386,SGV_12N_20151,GREGORIAN:CE:1944
442387,SGV_12N_20152,GREGORIAN:CE:1944
442388,SGV_12N_20153,GREGORIAN:CE:1944
442389,SGV_12N_20154,GREGORIAN:CE:1944
442390,SGV_12N_20155,GREGORIAN:CE:1944
442391,SGV_12N_20156,GREGORIAN:CE:1944
442392,SGV_12N_20157,GREGORIAN:CE:1944
442393,SGV_12N_20158,GREGORIAN:CE:1944
442394,SGV_12N_20159,GREGORIAN:CE:1944
442395,SGV_12N_20160,GREGORIAN:CE:1944
442396,SGV_12N_20161,GREGORIAN:CE:1944
442397,SGV_12N_20162,GREGORIAN:CE:1944
442398,SGV_12N_20163,GREGORIAN:CE:1944
442399,SGV_12N_20164,GREGORIAN:CE:1944
442400,SGV_12N_20165,GREGORIAN:CE:1944
442401,SGV_12N_20166,GREGORIAN:CE:1944
442402,SGV_12N_20167,GREGORIAN:CE:1944
442403,SGV_12N_20168,GREGORIAN:CE:1944
442404,SGV_12N_20169,GREGORIAN:CE:1944
442405,SGV_12N_20170,GREGORIAN:CE:1944
442406,SGV_12N_20171,GREGORIAN:CE:1944-11-24
442407,SGV_12N_20172,
442408,SGV_12N_20173,
442409,SGV_12N_20174,GREGORIAN:CE:1944-11-24
442410,SGV_12N_20175,
442411,SGV_12N_20176,
442412,SGV_12N_20177,
442413,SGV_12N_20178,
442414,SGV_12N_20179,
442415,SGV_12N_20180,
442416,SGV_12N_20181,
442417,SGV_12N_20182,
442418,SGV_12N_20183,GREGORIAN:CE:1944
442419,SGV_12N_20184,GREGORIAN:CE:1944
442420,SGV_12N_20185,GREGORIAN:CE:1944
442421,SGV_12N_20186,GREGORIAN:CE:1944
442422,SGV_12N_20187,GREGORIAN:CE:1944
442423,SGV_12N_20188,GREGORIAN:CE:1944
442424,SGV_12N_20189,GREGORIAN:CE:1944
442425,SGV_12N_20190,GREGORIAN:CE:1944
442426,SGV_12N_20191,GREGORIAN:CE:1944
442427,SGV_12N_20192,GREGORIAN:CE:1944
442428,SGV_12N_20193,GREGORIAN:CE:1944
442429,SGV_12N_20194,GREGORIAN:CE:1944
442430,SGV_12N_20195,GREGORIAN:CE:1944
442431,SGV_12N_20196,GREGORIAN:CE:1944
442432,SGV_12N_20197,
442433,SGV_12N_20198,
442434,SGV_12N_20199,
442435,SGV_12N_20200,
442436,SGV_12N_20201,GREGORIAN:CE:1939:CE:1945
442437,SGV_12N_20202,GREGORIAN:CE:1939:CE:1945
442438,SGV_12N_20203,GREGORIAN:CE:1939:CE:1945
442439,SGV_12N_20204,GREGORIAN:CE:1939:CE:1945
442440,SGV_12N_20205,GREGORIAN:CE:1939:CE:1945
442441,SGV_12N_20206,GREGORIAN:CE:1939:CE:1945
442442,SGV_12N_20207,GREGORIAN:CE:1939:CE:1945
442443,SGV_12N_20208,GREGORIAN:CE:1939:CE:1945
442444,SGV_12N_20209,GREGORIAN:CE:1939:CE:1945
442445,SGV_12N_20210,GREGORIAN:CE:1939:CE:1945
442446,SGV_12N_20211,GREGORIAN:CE:1939:CE:1945
442447,SGV_12N_20212,GREGORIAN:CE:1939:CE:1945
442448,SGV_12N_20213,GREGORIAN:CE:1939:CE:1945
442449,SGV_12N_20214,GREGORIAN:CE:1939:CE:1945
442450,SGV_12N_20215,GREGORIAN:CE:1939:CE:1945
442451,SGV_12N_20216,GREGORIAN:CE:1939:CE:1945
442452,SGV_12N_20217,GREGORIAN:CE:1939:CE:1945
442453,SGV_12N_20218,GREGORIAN:CE:1939:CE:1945
442454,SGV_12N_20219,GREGORIAN:CE:1939:CE:1945
442455,SGV_12N_20220,GREGORIAN:CE:1939:CE:1945
442456,SGV_12N_20221,GREGORIAN:CE:1939:CE:1945
442457,SGV_12N_20222,GREGORIAN:CE:1939:CE:1945
442458,SGV_12N_20223,GREGORIAN:CE:1939:CE:1945
442459,SGV_12N_20224,GREGORIAN:CE:1939:CE:1945
442460,SGV_12N_20225,GREGORIAN:CE:1939:CE:1945
442461,SGV_12N_20226,GREGORIAN:CE:1939:CE:1945
442462,SGV_12N_20227,GREGORIAN:CE:1944
442463,SGV_12N_20228,GREGORIAN:CE:1939:CE:1945
442464,SGV_12N_20229,GREGORIAN:CE:1939:CE:1945
442465,SGV_12N_20230,GREGORIAN:CE:1939:CE:1945
442466,SGV_12N_20231,GREGORIAN:CE:1939:CE:1945
442467,SGV_12N_20232,GREGORIAN:CE:1939:CE:1945
442468,SGV_12N_20233,GREGORIAN:CE:1939:CE:1945
442469,SGV_12N_20234,GREGORIAN:CE:1939:CE:1945
442470,SGV_12N_20235,GREGORIAN:CE:1939:CE:1945
442471,SGV_12N_20236,GREGORIAN:CE:1939:CE:1945
442472,SGV_12N_20237,GREGORIAN:CE:1939:CE:1945
442473,SGV_12N_20238,GREGORIAN:CE:1939:CE:1945
442474,SGV_12N_20239,GREGORIAN:CE:1939:CE:1945
442475,SGV_12N_20240,GREGORIAN:CE:1939:CE:1945
442476,SGV_12N_20241,GREGORIAN:CE:1939:CE:1945
442477,SGV_12N_20242,GREGORIAN:CE:1939:CE:1945
442478,SGV_12N_20243,GREGORIAN:CE:1939:CE:1945
442479,SGV_12N_20244,GREGORIAN:CE:1939:CE:1945
442480,SGV_12N_20245,GREGORIAN:CE:1939:CE:1945
442481,SGV_12N_20246,GREGORIAN:CE:1939:CE:1945
442482,SGV_12N_20247,GREGORIAN:CE:1939:CE:1945
442483,SGV_12N_20248,GREGORIAN:CE:1939:CE:1945
442484,SGV_12N_20249,GREGORIAN:CE:1939:CE:1945
442485,SGV_12N_20250,GREGORIAN:CE:1939:CE:1945
442486,SGV_12N_20251,GREGORIAN:CE:1939:CE:1945
442487,SGV_12N_20252,GREGORIAN:CE:1939:CE:1945
442488,SGV_12N_20253,GREGORIAN:CE:1939:CE:1945
442489,SGV_12N_20254,GREGORIAN:CE:1939:CE:1945
442490,SGV_12N_20255,GREGORIAN:CE:1939:CE:1945
442491,SGV_12N_20256,GREGORIAN:CE:1939
442492,SGV_12N_20257,GREGORIAN:CE:1939:CE:1945
442493,SGV_12N_20258,GREGORIAN:CE:1939:CE:1945
442494,SGV_12N_20259,GREGORIAN:CE:1939:CE:1945
442495,SGV_12N_20260,GREGORIAN:CE:1939:CE:1945
442496,SGV_12N_20261,GREGORIAN:CE:1939:CE:1945
442497,SGV_12N_20262,GREGORIAN:CE:1939:CE:1945
442498,SGV_12N_20263,GREGORIAN:CE:1944
442499,SGV_12N_20264,GREGORIAN:CE:1939:CE:1945
442500,SGV_12N_20265,GREGORIAN:CE:1939:CE:1945
442501,SGV_12N_20266,GREGORIAN:CE:1939:CE:1945
442502,SGV_12N_20267,GREGORIAN:CE:1939:CE:1945
442503,SGV_12N_20268,GREGORIAN:CE:1939:CE:1945
442504,SGV_12N_20269,GREGORIAN:CE:1939:CE:1945
442505,SGV_12N_20270,GREGORIAN:CE:1939:CE:1945
442506,SGV_12N_20271,GREGORIAN:CE:1939:CE:1945
442507,SGV_12N_20272,GREGORIAN:CE:1939:CE:1945
442508,SGV_12N_20273,GREGORIAN:CE:1939:CE:1945
442509,SGV_12N_20274,GREGORIAN:CE:1939:CE:1945
442510,SGV_12N_20275,GREGORIAN:CE:1939:CE:1945
442511,SGV_12N_20276,GREGORIAN:CE:1939:CE:1945
442512,SGV_12N_20277,GREGORIAN:CE:1939:CE:1945
442513,SGV_12N_20278,GREGORIAN:CE:1939:CE:1945
442514,SGV_12N_20279,GREGORIAN:CE:1939:CE:1945
442515,SGV_12N_20280,GREGORIAN:CE:1939:CE:1945
442516,SGV_12N_20281,GREGORIAN:CE:1939:CE:1945
442517,SGV_12N_20282,GREGORIAN:CE:1939:CE:1945
442518,SGV_12N_20283,GREGORIAN:CE:1939:CE:1945
442519,SGV_12N_20284,GREGORIAN:CE:1939:CE:1945
442520,SGV_12N_20285,GREGORIAN:CE:1939:CE:1945
442521,SGV_12N_20286,GREGORIAN:CE:1939:CE:1945
442522,SGV_12N_20287,GREGORIAN:CE:1939:CE:1945
442523,SGV_12N_20288,GREGORIAN:CE:1939:CE:1945
442524,SGV_12N_20289,GREGORIAN:CE:1939:CE:1945
442525,SGV_12N_20290,GREGORIAN:CE:1939:CE:1945
442526,SGV_12N_20291,GREGORIAN:CE:1939:CE:1945
442527,SGV_12N_20292,GREGORIAN:CE:1939:CE:1945
442528,SGV_12N_20293,GREGORIAN:CE:1939:CE:1945
442529,SGV_12N_20294,GREGORIAN:CE:1939:CE:1945
442530,SGV_12N_20295,GREGORIAN:CE:1939:CE:1945
442531,SGV_12N_20296,GREGORIAN:CE:1939:CE:1945
442532,SGV_12N_20297,GREGORIAN:CE:1939:CE:1945
442533,SGV_12N_20298,GREGORIAN:CE:1939:CE:1945
442534,SGV_12N_20299,GREGORIAN:CE:1939:CE:1945
442535,SGV_12N_20300,
442536,SGV_12N_20301,GREGORIAN:CE:1939:CE:1945
442537,SGV_12N_20302,GREGORIAN:CE:1944
442538,SGV_12N_20303,GREGORIAN:CE:1939:CE:1945
442539,SGV_12N_20304,GREGORIAN:CE:1939:CE:1945
442540,SGV_12N_20305,GREGORIAN:CE:1939:CE:1945
442541,SGV_12N_20306,GREGORIAN:CE:1939:CE:1945
442542,SGV_12N_20307,GREGORIAN:CE:1939:CE:1945
442543,SGV_12N_20308,GREGORIAN:CE:1939:CE:1945
442544,SGV_12N_20309,GREGORIAN:CE:1939:CE:1945
442545,SGV_12N_20310,GREGORIAN:CE:1939:CE:1945
442546,SGV_12N_20311,GREGORIAN:CE:1939:CE:1945
442547,SGV_12N_20312,GREGORIAN:CE:1939:CE:1945
442548,SGV_12N_20313,GREGORIAN:CE:1939:CE:1945
442549,SGV_12N_20314,GREGORIAN:CE:1939:CE:1945
442550,SGV_12N_20315,GREGORIAN:CE:1939:CE:1945
442551,SGV_12N_20316,GREGORIAN:CE:1939:CE:1945
442552,SGV_12N_20317,GREGORIAN:CE:1939:CE:1945
442553,SGV_12N_20318,GREGORIAN:CE:1939:CE:1945
442554,SGV_12N_20319,GREGORIAN:CE:1939:CE:1945
442555,SGV_12N_20320,GREGORIAN:CE:1939:CE:1945
442556,SGV_12N_20321,GREGORIAN:CE:1939:CE:1945
442557,SGV_12N_20322,
442558,SGV_12N_20323,
442559,SGV_12N_20324,
442560,SGV_12N_20325,GREGORIAN:CE:1944
442561,SGV_12N_20326,GREGORIAN:CE:1944
442562,SGV_12N_20327,GREGORIAN:CE:1944
442563,SGV_12N_20328,GREGORIAN:CE:1944
442564,SGV_12N_20329,
442565,SGV_12N_20330,
442566,SGV_12N_20331,
442567,SGV_12N_20332,
442568,SGV_12N_20333,
442569,SGV_12N_20334,GREGORIAN:CE:1939:CE:1945
442570,SGV_12N_20335,GREGORIAN:CE:1939:CE:1945
442571,SGV_12N_20336,GREGORIAN:CE:1939:CE:1945
442572,SGV_12N_20337,GREGORIAN:CE:1939:CE:1945
442573,SGV_12N_20338,GREGORIAN:CE:1939:CE:1945
442574,SGV_12N_20339,GREGORIAN:CE:1944
442575,SGV_12N_20340,GREGORIAN:CE:1944
442576,SGV_12N_20341,GREGORIAN:CE:1939:CE:1945
442577,SGV_12N_20342,
442578,SGV_12N_20343,
442579,SGV_12N_20344,GREGORIAN:CE:1939:CE:1945
442580,SGV_12N_20345,GREGORIAN:CE:1944
442581,SGV_12N_20346,GREGORIAN:CE:1944
442582,SGV_12N_20347,
442583,SGV_12N_20348,GREGORIAN:CE:1944
442584,SGV_12N_20349,GREGORIAN:CE:1944
442585,SGV_12N_20350,
442586,SGV_12N_20351,GREGORIAN:CE:1944
442587,SGV_12N_20352,GREGORIAN:CE:1944
442588,SGV_12N_20353,GREGORIAN:CE:1944
442589,SGV_12N_20354,GREGORIAN:CE:1944
442590,SGV_12N_20355,GREGORIAN:CE:1944
442591,SGV_12N_20356,GREGORIAN:CE:1944
442592,SGV_12N_20357,
442593,SGV_12N_20358,GREGORIAN:CE:1944
442594,SGV_12N_20359,
442595,SGV_12N_20360,
442596,SGV_12N_20361,
442597,SGV_12N_20362,
442598,SGV_12N_20363,
442599,SGV_12N_20364,
442600,SGV_12N_20365,
442601,SGV_12N_20366,
442602,SGV_12N_20367,
442603,SGV_12N_20368,
442604,SGV_12N_20369,
442605,SGV_12N_20370,
442606,SGV_12N_20371,
442607,SGV_12N_20372,
442608,SGV_12N_20373,
442609,SGV_12N_20374,
442610,SGV_12N_20375,
442611,SGV_12N_20376,
442612,SGV_12N_20377,
442613,SGV_12N_20378,
442614,SGV_12N_20379,
442615,SGV_12N_20380,
442616,SGV_12N_20381,
442617,SGV_12N_20382,
442618,SGV_12N_20383,
442619,SGV_12N_20384,
442620,SGV_12N_20385,
442621,SGV_12N_20386,
442622,SGV_12N_20387,
442623,SGV_12N_20388,GREGORIAN:CE:1939:CE:1945
442624,SGV_12N_20389,
442625,SGV_12N_20390,GREGORIAN:CE:1944
442626,SGV_12N_20391,GREGORIAN:CE:1944
442627,SGV_12N_20392,GREGORIAN:CE:1944
442628,SGV_12N_20393,GREGORIAN:CE:1944
442629,SGV_12N_20394,GREGORIAN:CE:1944
442630,SGV_12N_20395,GREGORIAN:CE:1944
442631,SGV_12N_20396,GREGORIAN:CE:1944
442632,SGV_12N_20397,GREGORIAN:CE:1944
442633,SGV_12N_20398,GREGORIAN:CE:1944
442634,SGV_12N_20399,GREGORIAN:CE:1944
442635,SGV_12N_20400,
442636,SGV_12N_20401,GREGORIAN:CE:1944
442637,SGV_12N_20402,GREGORIAN:CE:1944
442638,SGV_12N_20403,GREGORIAN:CE:1944
442639,SGV_12N_20404,GREGORIAN:CE:1944
442640,SGV_12N_20405,GREGORIAN:CE:1944
442641,SGV_12N_20406,GREGORIAN:CE:1944
442642,SGV_12N_20407,GREGORIAN:CE:1944
442643,SGV_12N_20408,GREGORIAN:CE:1944
442644,SGV_12N_20409,GREGORIAN:CE:1944
442645,SGV_12N_20410,GREGORIAN:CE:1944
442646,SGV_12N_20411,GREGORIAN:CE:1944
442647,SGV_12N_20412,GREGORIAN:CE:1944
442648,SGV_12N_20413,GREGORIAN:CE:1944
442649,SGV_12N_20414,GREGORIAN:CE:1944
442650,SGV_12N_20415,GREGORIAN:CE:1944
442651,SGV_12N_20416,GREGORIAN:CE:1944
442652,SGV_12N_20417,GREGORIAN:CE:1944
442653,SGV_12N_20418,GREGORIAN:CE:1944
442654,SGV_12N_20419,GREGORIAN:CE:1944
442655,SGV_12N_20420,GREGORIAN:CE:1944
442656,SGV_12N_20421,GREGORIAN:CE:1944
442657,SGV_12N_20422,GREGORIAN:CE:1944
442658,SGV_12N_20423,
442659,SGV_12N_20424,
442660,SGV_12N_20425,
442661,SGV_12N_20426,GREGORIAN:CE:1944
442662,SGV_12N_20427,GREGORIAN:CE:1944
442663,SGV_12N_20428,GREGORIAN:CE:1944
442664,SGV_12N_20429,GREGORIAN:CE:1944
442665,SGV_12N_20430,GREGORIAN:CE:1944
442666,SGV_12N_20431,GREGORIAN:CE:1944
442667,SGV_12N_20432,GREGORIAN:CE:1944
442668,SGV_12N_20433,GREGORIAN:CE:1944
442669,SGV_12N_20434,GREGORIAN:CE:1944
442670,SGV_12N_20435,
442671,SGV_12N_20436,
442672,SGV_12N_20437,GREGORIAN:CE:1944
442673,SGV_12N_20438,GREGORIAN:CE:1944
442674,SGV_12N_20439,GREGORIAN:CE:1944
442675,SGV_12N_20440,GREGORIAN:CE:1944
442676,SGV_12N_20441,GREGORIAN:CE:1944
442677,SGV_12N_20442,GREGORIAN:CE:1944
442678,SGV_12N_20443,GREGORIAN:CE:1944
442679,SGV_12N_20444,GREGORIAN:CE:1944
442680,SGV_12N_20445,GREGORIAN:CE:1944
442681,SGV_12N_20446,GREGORIAN:CE:1944
442682,SGV_12N_20447,GREGORIAN:CE:1944
442683,SGV_12N_20448,GREGORIAN:CE:1944
442684,SGV_12N_20449,GREGORIAN:CE:1944
442685,SGV_12N_20450,GREGORIAN:CE:1944
442686,SGV_12N_20451,GREGORIAN:CE:1944
442687,SGV_12N_20452,GREGORIAN:CE:1944
442688,SGV_12N_20453,GREGORIAN:CE:1944
442689,SGV_12N_20454,GREGORIAN:CE:1944
442690,SGV_12N_20455,GREGORIAN:CE:1944
442691,SGV_12N_20456,GREGORIAN:CE:1944
442692,SGV_12N_20457,GREGORIAN:CE:1944
442693,SGV_12N_20458,GREGORIAN:CE:1944
442694,SGV_12N_20459,GREGORIAN:CE:1944
442695,SGV_12N_20460,GREGORIAN:CE:1944
442696,SGV_12N_20461,GREGORIAN:CE:1944
442697,SGV_12N_20462,GREGORIAN:CE:1944
442698,SGV_12N_20463,
442699,SGV_12N_20464,
442700,SGV_12N_20465,
442701,SGV_12N_20466,GREGORIAN:CE:1944
442702,SGV_12N_20467,GREGORIAN:CE:1944
442703,SGV_12N_20468,GREGORIAN:CE:1944
442704,SGV_12N_20469,GREGORIAN:CE:1944
442705,SGV_12N_20470,GREGORIAN:CE:1944
442706,SGV_12N_20471,GREGORIAN:CE:1944
442707,SGV_12N_20472,
442708,SGV_12N_20473,GREGORIAN:CE:1944
442709,SGV_12N_20474,
442710,SGV_12N_20475,GREGORIAN:CE:1944
442711,SGV_12N_20476,GREGORIAN:CE:1944
442712,SGV_12N_20477,GREGORIAN:CE:1944
442713,SGV_12N_20478,GREGORIAN:CE:1944
442714,SGV_12N_20479,GREGORIAN:CE:1944
442715,SGV_12N_20480,GREGORIAN:CE:1944
442716,SGV_12N_20481,GREGORIAN:CE:1944
442717,SGV_12N_20482,GREGORIAN:CE:1944
442718,SGV_12N_20483,GREGORIAN:CE:1944
442719,SGV_12N_20484,GREGORIAN:CE:1944
442720,SGV_12N_20485,GREGORIAN:CE:1944
442721,SGV_12N_20486,GREGORIAN:CE:1944
442722,SGV_12N_20487,GREGORIAN:CE:1944
442723,SGV_12N_20488,
442724,SGV_12N_20489,
442725,SGV_12N_20490,
442726,SGV_12N_20491,GREGORIAN:CE:1944
442727,SGV_12N_20492,GREGORIAN:CE:1944
442728,SGV_12N_20493,GREGORIAN:CE:1944
442729,SGV_12N_20494,GREGORIAN:CE:1944
442730,SGV_12N_20495,
442731,SGV_12N_20496,
442732,SGV_12N_20497,
442733,SGV_12N_20498,
442734,SGV_12N_20499,GREGORIAN:CE:1944
442735,SGV_12N_20500,
442736,SGV_12N_20501,GREGORIAN:CE:1944
442737,SGV_12N_20502,GREGORIAN:CE:1944
442738,SGV_12N_20503,GREGORIAN:CE:1944
442739,SGV_12N_20504,GREGORIAN:CE:1944
442740,SGV_12N_20505,GREGORIAN:CE:1944
442741,SGV_12N_20506,GREGORIAN:CE:1944
442742,SGV_12N_20507,GREGORIAN:CE:1944
442743,SGV_12N_20508,GREGORIAN:CE:1944
442744,SGV_12N_20509,GREGORIAN:CE:1944
442745,SGV_12N_20510,GREGORIAN:CE:1944
442746,SGV_12N_20511,GREGORIAN:CE:1944
442747,SGV_12N_20512,GREGORIAN:CE:1944
442748,SGV_12N_20513,GREGORIAN:CE:1944
442749,SGV_12N_20514,
442750,SGV_12N_20515,GREGORIAN:CE:1944
442751,SGV_12N_20516,GREGORIAN:CE:1944
442752,SGV_12N_20517,GREGORIAN:CE:1944
442753,SGV_12N_20518,GREGORIAN:CE:1944
442754,SGV_12N_20519,GREGORIAN:CE:1944
442755,SGV_12N_20520,GREGORIAN:CE:1944
442756,SGV_12N_20521,GREGORIAN:CE:1944
442757,SGV_12N_20522,GREGORIAN:CE:1944
442758,SGV_12N_20523,GREGORIAN:CE:1944
442759,SGV_12N_20524,GREGORIAN:CE:1944
442760,SGV_12N_20525,GREGORIAN:CE:1944
442761,SGV_12N_20526,GREGORIAN:CE:1944
442762,SGV_12N_20527,GREGORIAN:CE:1944
442763,SGV_12N_20528,GREGORIAN:CE:1944
442764,SGV_12N_20529,GREGORIAN:CE:1944
442765,SGV_12N_20530,GREGORIAN:CE:1944
442766,SGV_12N_20531,GREGORIAN:CE:1944
442767,SGV_12N_20532,GREGORIAN:CE:1944
442768,SGV_12N_20533,GREGORIAN:CE:1944
442769,SGV_12N_20534,GREGORIAN:CE:1944
442770,SGV_12N_20535,GREGORIAN:CE:1944
442771,SGV_12N_20536,GREGORIAN:CE:1944
442772,SGV_12N_20537,GREGORIAN:CE:1944
442773,SGV_12N_20538,GREGORIAN:CE:1944
442774,SGV_12N_20539,GREGORIAN:CE:1944
442775,SGV_12N_20540,
442776,SGV_12N_20541,
442777,SGV_12N_20542,
442778,SGV_12N_20543,GREGORIAN:CE:1944
442779,SGV_12N_20544,GREGORIAN:CE:1944
442780,SGV_12N_20545,GREGORIAN:CE:1944
442781,SGV_12N_20546,GREGORIAN:CE:1944
442782,SGV_12N_20547,GREGORIAN:CE:1944
442783,SGV_12N_20548,GREGORIAN:CE:1944
442784,SGV_12N_20549,GREGORIAN:CE:1944
442785,SGV_12N_20550,GREGORIAN:CE:1944
442786,SGV_12N_20551,GREGORIAN:CE:1944
442787,SGV_12N_20552,GREGORIAN:CE:1944
442788,SGV_12N_20553,GREGORIAN:CE:1944
442789,SGV_12N_20554,GREGORIAN:CE:1944
442790,SGV_12N_20555,GREGORIAN:CE:1944
442791,SGV_12N_20556,GREGORIAN:CE:1944
442792,SGV_12N_20557,GREGORIAN:CE:1944
442793,SGV_12N_20558,GREGORIAN:CE:1944
442794,SGV_12N_20559,GREGORIAN:CE:1944
442795,SGV_12N_20560,GREGORIAN:CE:1944
442796,SGV_12N_20561,GREGORIAN:CE:1944
442797,SGV_12N_20562,GREGORIAN:CE:1944
442798,SGV_12N_20563,GREGORIAN:CE:1944
442799,SGV_12N_20564,GREGORIAN:CE:1944
442800,SGV_12N_20565,GREGORIAN:CE:1944
442801,SGV_12N_20566,GREGORIAN:CE:1944
442802,SGV_12N_20567,GREGORIAN:CE:1944
442803,SGV_12N_20568,GREGORIAN:CE:1944
442804,SGV_12N_20569,GREGORIAN:CE:1944
442805,SGV_12N_20570,GREGORIAN:CE:1944
442806,SGV_12N_20571,GREGORIAN:CE:1944
442807,SGV_12N_20572,GREGORIAN:CE:1944
442808,SGV_12N_20573,GREGORIAN:CE:1944
442809,SGV_12N_20574,GREGORIAN:CE:1944
442810,SGV_12N_20575,GREGORIAN:CE:1944
442811,SGV_12N_20576,GREGORIAN:CE:1944
