asv id,latitude,longitude,name,desc,color,source,precision
325,46.775575,9.205496,Ilanz,"Ilanz, GRAUBÜNDEN - GRIGIONI - GRISCHUN, CH",,MapQuest,city/town
326,46.833244,9.283456,Flims,"Flims, GRAUBÜNDEN - GRIGIONI - GRISCHUN, CH",,MapQuest,city/town
327,46.835127,9.450686,Domat,"Domat/Ems, GRAUBÜNDEN - GRIGIONI - GRISCHUN, CH",,MapQuest,city/town
328,46.855515,9.525407,Chur,"Chur, GRAUBÜNDEN - GRIGIONI - GRISCHUN, CH",,MapQuest,city/town
329,46.820889,9.712358,Langwies,"Langwies, GRAUBÜNDEN - GRIGIONI - GRISCHUN, CH",,MapQuest,city/town
330,46.796174,9.823727,Davos,"Davos, GRAUBÜNDEN - GRIGIONI - GRISCHUN, CH",,MapQuest,city/town
331,46.944242,10.360084,Samnaun,"Samnaun, GRAUBÜNDEN - GRIGIONI - GRISCHUN, CH",,MapQuest,city/town
332,46.869185,10.425427,Tschlin,"Tschlin, GRAUBÜNDEN - GRIGIONI - GRISCHUN, CH",,MapQuest,city/town
333,46.796281,10.29763,Scuol,"Scuol, GRAUBÜNDEN - GRIGIONI - GRISCHUN, CH",,MapQuest,city/town
334,46.749376,10.079741,Susch,"Susch, GRAUBÜNDEN - GRIGIONI - GRISCHUN, CH",,MapQuest,city/town
335,46.707128,8.59944,Wiesen,"Wassen, URI, CH",,MapQuest,city/town
336,46.779725,9.678136,Arosa,"Arosa, GRAUBÜNDEN - GRIGIONI - GRISCHUN, CH",,MapQuest,city/town
337,46.778453,9.542968,Churwalden,"Churwalden, GRAUBÜNDEN - GRIGIONI - GRISCHUN, CH",,MapQuest,city/town
338,46.737668,9.455233,Almens,"Almens, Hinterrhein, GRAUBÜNDEN - GRIGIONI - GRISCHUN, CH",,MapQuest,city/town
339,46.280528,8.984788,Präz-Dalin,"Prosito, TICINO, CH",,MapQuest,city/town
340,46.719281,9.173128,Villa,"Vella, GRAUBÜNDEN - GRIGIONI - GRISCHUN, CH",,MapQuest,city/town
341,46.681809,9.316042,Safien,"Safien, GRAUBÜNDEN - GRIGIONI - GRISCHUN, CH",,MapQuest,city/town
342,46.697852,9.439328,Thusis,"Thusis, Hinterrhein, GRAUBÜNDEN - GRIGIONI - GRISCHUN, CH",,MapQuest,city/town
343,46.183916,6.122405,Lansch,"Lancy, GENÈVE, CH",,MapQuest,city/town
344,46.673779,9.685972,Filisur,"Filisur, GRAUBÜNDEN - GRIGIONI - GRISCHUN, CH",,MapQuest,city/town
345,46.630287,9.746505,Bravuogn,"Bergün, GRAUBÜNDEN - GRIGIONI - GRISCHUN, CH",,MapQuest,city/town
346,46.697984,10.094331,Zernez,"Zernez, GRAUBÜNDEN - GRIGIONI - GRISCHUN, CH",,MapQuest,city/town
347,46.610637,10.374508,Müstair,"Val Müstair, GRAUBÜNDEN - GRIGIONI - GRISCHUN, CH",,MapQuest,city/town
348,46.601289,9.960804,Zuoz,"Zuoz, GRAUBÜNDEN - GRIGIONI - GRISCHUN, CH",,MapQuest,city/town
349,46.53324,9.874586,Samedan,"Samedan, GRAUBÜNDEN - GRIGIONI - GRISCHUN, CH",,MapQuest,city/town
350,46.624059,9.5757,Salouf,"Salouf, GRAUBÜNDEN - GRIGIONI - GRISCHUN, CH",,MapQuest,city/town
351,46.602267,9.426968,Andeer,"Andeer, Hinterrhein, GRAUBÜNDEN - GRIGIONI - GRISCHUN, CH",,MapQuest,city/town
352,46.616304,9.180174,Vals,"Vals, GRAUBÜNDEN - GRIGIONI - GRISCHUN, CH",,MapQuest,city/town
353,46.552813,9.323308,Splügen,"Splügen, Hinterrhein, GRAUBÜNDEN - GRIGIONI - GRISCHUN, CH",,MapQuest,city/town
354,46.520932,9.442989,Innerferrera,"Innerferrera, Hinterrhein, GRAUBÜNDEN - GRIGIONI - GRISCHUN, CH",,MapQuest,city/town
355,46.700161,9.43322,Cresta-Avers,"Cresta, Hinterrhein, GRAUBÜNDEN - GRIGIONI - GRISCHUN, CH",,MapQuest,city/town
356,46.468984,9.650616,Bivio,"Bivio, GRAUBÜNDEN - GRIGIONI - GRISCHUN, CH",,MapQuest,city/town
357,46.400734,9.787215,Segl,"Sils im Engadin/Segl, CH",,MapQuest,city/town
358,46.326467,10.058155,Poschaivo,"Poschiavo, GRAUBÜNDEN - GRIGIONI - GRISCHUN, CH",,MapQuest,city/town
359,14.65875,121.08861,Cassacia,"Switzerland, National Capital Region, PH",,MapQuest,street
360,46.341328,9.538848,Soglio,"Soglio, GRAUBÜNDEN - GRIGIONI - GRISCHUN, CH",,MapQuest,city/town
361,46.503674,8.935742,Olivone,"Blenio, TICINO, CH",,MapQuest,city/town
362,46.529031,8.608605,Airolo,"Airolo, TICINO, CH",,MapQuest,city/town
363,46.50874,8.52004,Villa-Bedretto,"Zona Villa, Bedretto, Ticino, CH",,MapQuest,street
364,46.072128,8.98702,Osco,"Oggio, TICINO, CH",,MapQuest,city/town
365,46.402034,8.875963,Giornico,"Giornico, TICINO, CH",,MapQuest,city/town
366,46.247375,7.010776,Bosco,"Bex, VAUD, CH",,MapQuest,city/town
367,46.31696,8.601822,Cevio,"Cevio, TICINO, CH",,MapQuest,city/town
368,46.350274,8.786556,Sonogno,"Sonogno, TICINO, CH",,MapQuest,city/town
369,46.360627,8.971402,Biasca,"Biasca, TICINO, CH",,MapQuest,city/town
370,46.373769,9.126101,Rossa,"Rossa, GRAUBÜNDEN - GRIGIONI - GRISCHUN, CH",,MapQuest,city/town
371,46.394012,9.232881,Mesocco,"Mesocco, GRAUBÜNDEN - GRIGIONI - GRISCHUN, CH",,MapQuest,city/town
372,46.210009,9.12782,Roveredo,"Roveredo, GRAUBÜNDEN - GRIGIONI - GRISCHUN, CH",,MapQuest,city/town
373,46.191862,9.020456,Bellinzona,"Bellinzona, TICINO, CH",,MapQuest,city/town
374,46.2475,8.706678,Maggia,"Maggia, TICINO, CH",,MapQuest,city/town
375,46.205611,8.582133,Russo,"Onsernone, TICINO, CH",,MapQuest,city/town
376,46.155455,8.657804,Intragna,"Intragna, TICINO, CH",,MapQuest,city/town
377,46.1707,8.796838,Locarno,"Locarno, TICINO, CH",,MapQuest,city/town
378,46.094379,8.825932,Indemini,"Indemini, TICINO, CH",,MapQuest,city/town
379,46.132302,8.993756,Isone,"Isone, TICINO, CH",,MapQuest,city/town
380,46.092819,9.054817,Colla,"Colla, TICINO, CH",,MapQuest,city/town
381,46.060855,8.950757,Ponte-Capriasca,"Ponte Capriasca, TICINO, CH",,MapQuest,city/town
382,46.00501,8.952028,Lugano,"Lugano, TICINO, CH",,MapQuest,city/town
383,45.985096,8.869119,Pura,"Pura, TICINO, CH",,MapQuest,city/town
384,45.970147,8.859033,Ponte-Tresa,"Ponte Tresa, TICINO, CH",,MapQuest,city/town
385,45.933078,8.988456,Rovio,"Rovio, TICINO, CH",,MapQuest,city/town
386,45.903163,9.04269,Muggio,"Muggio, TICINO, CH",,MapQuest,city/town
387,45.87099,8.987346,Mendrisio,"Mendrisio, TICINO, CH",,MapQuest,city/town
107a,47.473646,7.759114,Lausen,"Lausen, BASEL-LANDSCHAFT, CH",,MapQuest,city/town
109a,47.432333,7.93486,Oltingen,"Oltingen, BASEL-LANDSCHAFT, CH",,MapQuest,city/town
10a,46.52643,6.41416,Yens s. Morges,"Chemin Sus-Paquier, Yens, Vaud, CH",,MapQuest,street
116a,47.437887,7.527901,Zwingen,"Zwingen, BASEL-LANDSCHAFT, CH",,MapQuest,city/town
124a,47.275507,8.070291,Kirchleerau,"Kirchleerau, ARGOVIA, CH",,MapQuest,city/town
12a,46.489499,6.725328,Cully,"Cully, VAUD, CH",,MapQuest,city/town
14a,46.335757,6.888581,Vouvry,"Vouvry, VALAIS - WALLIS, CH",,MapQuest,city/town
178a,46.593904,7.907802,Lauterbrunnen,"Lauterbrunnen, BERN - BERNE, CH",,MapQuest,city/town
17a,46.253918,6.216459,St. Maurice,"Saint-Maurice, GENÈVE, CH",,MapQuest,city/town
188a,46.444112,8.202735,Blitzingen,"Blitzingen, VALAIS - WALLIS, CH",,MapQuest,city/town
189a,46.372964,8.092535,Grengiols,"Grengiols, VALAIS - WALLIS, CH",,MapQuest,city/town
193a,46.258989,7.903012,Visperterminen,"Visperterminen, VALAIS - WALLIS, CH",,MapQuest,city/town
194a,46.293619,7.781218,Eischoll,"Eischoll, VALAIS - WALLIS, CH",,MapQuest,city/town
196a,46.311489,7.574243,Salgesch,"Salgesch, VALAIS - WALLIS, CH",,MapQuest,city/town
203a,47.706995,8.812202,Ramsen,"Ramsen, SCHAFFHAUSEN, CH",,MapQuest,city/town
258a,47.385951,9.655604,Diepoldsau,"Diepoldsau, ST. GALLEN, CH",,MapQuest,city/town
28a,46.253535,7.34776,Savièse,"Savièse, VALAIS - WALLIS, CH",,MapQuest,city/town
2a,46.21577,6.033089,Satigny,"Satigny, GENÈVE, CH",,MapQuest,city/town
328a,46.833396,9.646881,St. Peter,"Sankt Peter-Pagig, GRAUBÜNDEN - GRIGIONI - GRISCHUN, CH",,MapQuest,city/town
387a,45.85212,8.98462,Villa di Coldrerio,"Via San Giorgio, Coldrerio, Ticino, CH",,MapQuest,street
42a,46.630918,6.728038,Peney-le-Jorat,"Peney-Le-Jorat, VAUD, CH",,MapQuest,city/town
56a,46.72119,6.5362,Rances s. Orbe,"Granges-Saint-Martin, Orbe, Vaud, CH",,MapQuest,street
57a,46.829049,6.59485,Novalles,"Novalles, VAUD, CH",,MapQuest,city/town
57b,47.01303,6.69865,La Chaux s. Ste-Croix,"La Croix, La Chaux-du-Milieu, Neuchâtel, CH",,MapQuest,street
74a,46.719281,9.173128,Vuilly,"Vella, GRAUBÜNDEN - GRIGIONI - GRISCHUN, CH",,MapQuest,city/town
76a,47.014548,6.704515,La Chaux-du-Milieu,"La Chaux-Du-Milieu, NEUCHÂTEL, CH",,MapQuest,city/town
7a,46.409451,6.177917,Gingins,"Gingins, VAUD, CH",,MapQuest,city/town
