asv id,latitude,longitude,name,desc,color,source,precision
276,47.171581,8.519437,Zug,"Zug, ZUG, CH",,MapQuest,city/town
277,45.964336,8.910374,Ägeri,"Agra, TICINO, CH",,MapQuest,city/town
278,47.216704,8.608991,Hirzel,"Hirzel, ZURICH, CH",,MapQuest,city/town
279,47.192159,8.677586,Samstagern,"Samstagern, ZURICH, CH",,MapQuest,city/town
280,47.192383,8.852383,Lachen,"Lachen, SCHWYZ, CH",,MapQuest,city/town
281,47.152156,9.028029,Bilten,"Bilten, GLARUS, CH",,MapQuest,city/town
282,47.149632,9.141123,Amden,"Amden, ST. GALLEN, CH",,MapQuest,city/town
283,47.117211,9.150077,Obstalden,"Obstalden, GLARUS, CH",,MapQuest,city/town
284,47.123646,9.314992,Wallenstadt,"Walenstadt, ST. GALLEN, CH",,MapQuest,city/town
285,47.197238,9.315907,Wildhaus,"Wildhaus, ST. GALLEN, CH",,MapQuest,city/town
286,47.162763,9.476409,Buchs,"Buchs, ST. GALLEN, CH",,MapQuest,city/town
287,46.421903,6.927504,Vaduz,"Veytaux, VAUD, CH",,MapQuest,city/town
288,47.048815,9.439378,Sargans,"Sargans, ST. GALLEN, CH",,MapQuest,city/town
289,46.995494,9.071341,Schwanden,"Schwanden, GLARUS, CH",,MapQuest,city/town
290,47.042212,9.067404,Glarus,"Glarus, GLARUS, CH",,MapQuest,city/town
